GEO.id,GEOID,GEO.display-label,LaborForceParticipationRate,LaborForceParticipationRate-MOE,EmploymentRate,EmploymentRate-MOE,UnemploymentRate,UnemploymentRate-MOE,FemaleLaborForceParticipation,FemaleLaborForceParticipation-MOE,FemaleCivilianEmployment,FemaleCivilianEmployment-MOE,CommutingToWork-DrivingAlone,CommutingToWork-DrivingAlone-MOE,CommutingToWork-Carpool,CommutingToWork-Carpool-MOE,CommutingToWork-PublicTransit,CommutingToWork-PublicTransit,CommutingToWork-Walked,CommutingToWork-Walked-MOE,CommutingToWork-Other,CommutingToWork-Other-MOE,CommutingToWork-Home,CommutingToWork-Home-MOE,PrivateWageSalary,PrivateWageSalary-MOE,"Income<10,000","Income<10,000-MOE",Income10k-15k,Income10k-15k-MOE,Income15k-25k,Income15k-25k-MOE,Income25k-35k,Income25k-35k-MOE,Income35k-50k,Income35k-50k-MOE,Income50k-75k,Income50k-75k-MOE,Income75k-100k,Income75k-100k-MOE,Income100k-150k,Income100k-150k-MOE,Income150k-200k,Income150k-200k-MOE,Income200K+,Income200K+-MOE,MedianHouseholdIncome,MedianHouseholdIncome-MOE,MeanHouseholdIncome,MeanHouseholdIncome-MOE,HouseholdsWithEarnings,HouseholdsWithEarnings-MOE,HouseholdsMeanEarnings,HouseholdsMeanEarnings-MOE,HouseholdsWSS,HouseholdsWSS-MOE,HouseholdsMeanSSIncome,HouseholdsMeanSSIncome-MOE,HouseholdsWPublicAssistanceIncome,HouseholdsWPublicAssistanceIncome-MOE,HouseholdsMeanPublicAssistanceIncome,HouseholdsMeanPublicAssistanceIncome-MOE,HouseholdsWFoodStampSNAPBenefits,HouseholdsWFoodStampSNAPBenefits-MOE,FamiliesIncome<10k,FamiliesIncome<10k-MOE,FamiliesIncome10k-15k,FamiliesIncome10k-15k-MOE,FamiliesIncome15k-25k,FamiliesIncome15k-25k-MOE,FamiliesIncome25k-35k,FamiliesIncome25k-35k-MOE,FamiliesIncome35k-50k,FamiliesIncome35k-50k-MOE,FamiliesIncome50k-75k,FamiliesIncome50k-75k-MOE,FamiliesIncome75k-100k,FamiliesIncome75k-100k-MOE,FamiliesIncome100k-150k,FamiliesIncome100k-150k-MOE,FamiliesIncome150k-200k,FamiliesIncome150k-200k-MOE,FamiliesIncome200k+,FamiliesIncome200k+-MOE,FamiliesMedianIncome,FamiliesMedianIncome-MOE,FamiliesMeanIncome,FamiliesMeanIncome-MOE,FamiliesPerCaptiaIncome,FamiliesPerCaptiaIncome-MOE,NonFamilyHouseholdsMedianIncome,NonFamilyHouseholdsMedianIncome-MOE,NonFamilyHouseholdsMeanIncome,NonFamilyHouseholdsMeanIncome-MOE,MedianWorkerEarnings,MedianWorkerEarnings-MOE,HealthInsuranceCoverage,HealthInsuranceCoverage-MOE,HealthInsuranceCoverage-Private,HealthInsuranceCoverage-Private-MOE,HealthInsuranceCoverage-Public,HealthInsuranceCoverage-Public-MOE,FamiliesBelowPovertyLevel,FamiliesBelowPovertyLevel-MOE,MarriedCouplesBelowPovertyLevel,MarriedCouplesBelowPovertyLevel-MOE,PeopleIncomeBelowPovertyLevel,PeopleIncomeBelowPovertyLevel-MOE,ChildrenUnderPovertyLevel,ChildrenUnderPovertyLevel-MOE
1400000US17197884103,17197884103,"Census Tract 8841.03, Will County, Illinois",74.1,4.8,68.5,4.8,5.6,1.7,65.6,6.5,61.2,6.7,83.6,6.1,9.7,4.8,3.5,2.5,0.6,1,0,1.8,2.6,2,80,6.4,2.8,2,1.8,1.6,3.5,2.5,7.1,4,10.1,3.9,21.1,5.4,17.1,5.9,24.9,4.7,4.9,3.5,6.8,4.2,80500,7317,87897,7140,93.2,3.6,83451,7764,22.9,5.3,16823,3237,0.9,1.2,,,11,4,2.6,2.2,0,3.9,2,2.5,4.5,3.5,10.2,4.8,19.1,5.5,22.4,7.4,31.5,6.6,3.2,2.3,4.6,4.6,88500,7665,91056,6885,28851,3333,47500,20755,59436,12577,36189,5965,93.5,2.6,76.3,6.2,25.2,6.6,6.2,3.7,2.7,2.8,9.5,6.1,17.6,16.5
1400000US17197980000,17197980000,"Census Tract 9800, Will County, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400000US17197980100,17197980100,"Census Tract 9801, Will County, Illinois",0.8,1,0.5,0.5,0.3,0.5,100,62.6,42.1,56,100,62.6,0,62.6,0,62.6,0,62.6,0,62.6,0,62.6,57.9,57.2,26.3,37.2,0,62.6,0,62.6,0,62.6,0,62.6,15.8,45.4,57.9,57.2,0,62.6,0,62.6,0,62.6,90341,54324,64700,33064,100,62.6,61074,36534,0,62.6,,,0,62.6,,,57.9,57.2,31.3,53.4,0,68.2,0,68.2,0,68.2,0,68.2,0,68.2,68.8,53.4,0,68.2,0,68.2,0,68.2,,,,,3469,840,,,,,10426,2813,80.7,12.2,24.6,16.4,61.4,24.4,31.3,53.4,0,82.3,17.5,33.6,18.5,41.5
1400000US17199020100,17199020100,"Census Tract 201, Williamson County, Illinois",59.8,4,56.4,3.9,3.4,1.6,54.5,4.9,52.6,4.9,86.4,4.3,8.4,4,0.1,0.2,1.1,0.9,0.4,0.5,3.7,2.3,73.5,5.5,12,4,5.3,2,12.9,4.3,14,3,16.9,4.1,14.9,4.3,11.4,3.7,10.7,3.3,1.7,1.8,0.3,0.3,38750,4981,49869,4683,72.7,4.9,52507,6274,36,4.2,15973,1304,6.9,2.9,2732,934,19.9,4.7,9.9,5,1.8,1.6,7.3,3,15.5,4.4,19.2,4.8,13.3,4.6,16.3,5.5,14,4.6,2.5,2.7,0.1,0.3,45000,9478,57948,6431,21096,1879,21378,5560,30720,4888,27802,2567,90,3.1,51.8,5.6,49.3,5.5,14.8,5.4,7,3.1,17.9,4.8,32.7,10.9
1400000US17199020201,17199020201,"Census Tract 202.01, Williamson County, Illinois",66.6,4.1,64.2,4,2.4,1.5,62.3,5.5,59.9,5.6,89.5,4.3,3.7,2.9,0.8,1.2,0.2,0.4,1.2,1.3,4.6,3,70.9,5.2,7.2,4.3,4.9,3.5,10.5,3.8,13.1,4.5,13.8,4,17.3,4.4,12.9,3.9,10.8,3.3,5.6,2.8,3.8,2.5,50453,8518,68793,9114,75.3,4.9,68296,10222,30.7,4.2,16156,1837,1.2,1.2,1396,1812,7.2,3.2,1.5,1,1,1.4,7.6,3.7,11.2,5.9,14.3,5.1,21.9,6.1,15.3,5.3,16.2,5.1,5.6,3.1,5.3,3.6,66480,8708,82563,12068,27732,3933,27619,7162,40378,8815,29938,3786,95.6,1.8,75.6,5.8,30.8,5.4,9,3.9,6.2,4,14.3,4.4,19.7,11.6
1400000US17199020202,17199020202,"Census Tract 202.02, Williamson County, Illinois",73.7,4.6,66.2,5.4,7.5,3.9,66.2,7.1,62.4,7.4,88.5,4.1,5.9,2.9,0,1.9,1.7,2.8,0,1.9,4,2.4,68.1,5.5,9.7,5.7,3.1,3.9,3.7,2.7,5.5,2.8,15.4,5.4,24.4,6,9.4,3.7,18.6,4.8,4.7,2.3,5.5,2.6,61339,5932,84030,11512,86.7,4.7,81487,11644,17.7,4.4,19587,3851,2.9,3.1,,,15,6.2,6.5,4.9,4.5,5.5,1.9,1.8,1.8,1.5,18.5,7.4,17.1,6.1,12.6,4.8,23.5,5.6,6.7,3.3,6.9,3.4,74609,20885,98482,15097,32520,5112,45313,17397,46935,11480,41198,2091,89,5,71.8,7.4,24.9,6.6,13,7,2,2.4,20.6,8.6,19.1,13.3
1400000US17199020300,17199020300,"Census Tract 203, Williamson County, Illinois",62.1,4.9,58.8,4.7,3.3,1.7,55.4,6.8,52.5,6.8,84.2,8,13.5,8.2,0.3,0.5,0.6,0.9,1.2,1.2,0.2,0.4,72.8,7.9,2,1.3,6.5,4.1,10.5,3.5,9.7,4.3,13.9,4.7,17.3,6.1,15,5.4,16.5,5.2,4.6,2.6,4.1,3,60766,12203,78016,10280,70.3,5,84339,12142,36.4,5.1,20383,2605,2.8,1.7,1574,943,6.8,2.8,1,1.5,3.3,2.2,5.5,3.5,6,3.7,14.1,6.8,19.2,7.1,16.9,6.5,21.8,7.3,6.5,3.7,5.7,4.1,76198,11029,92763,12775,32237,4033,31563,6527,43074,12389,34677,5860,91.8,4.4,76.9,5,31.1,4.7,5.3,3.1,3.2,2.9,6.3,3.1,4,6.5
1400000US17199020400,17199020400,"Census Tract 204, Williamson County, Illinois",61.7,4.7,53.7,5.4,8,3.7,60.9,7.1,57.9,7.5,75.8,7.9,12.6,6.3,1.3,1.4,4.1,3.9,0.4,0.7,5.8,3.9,82.5,5.4,10.7,4.4,6.7,3.6,18.8,5.5,7.4,3,24.3,6.5,10.9,4.4,11.8,5.9,6.5,3.6,0.9,1.1,1.9,2.5,38557,3208,47712,6486,71.6,6.4,50575,9337,36.9,5.5,15369,2192,8.8,5.3,2607,1247,26.8,7.4,5,4.7,4,5.3,20.6,8.4,4.5,3.4,22.5,8.8,14.6,7,19.8,10,7.3,5.4,1.7,2.2,0,3.1,43322,7884,52721,8700,21171,2553,25257,6076,39762,11264,26241,3104,87.3,4.7,52.6,8.2,50.1,6.4,15.5,8.1,0,5.6,19.3,5.8,25.6,14.3
1400000US17199020500,17199020500,"Census Tract 205, Williamson County, Illinois",56.1,5.4,52,5.7,4.1,2,52.3,6.4,49.5,7.3,85.7,6.1,4,2.9,0.6,1,3.5,4,0,1.8,6.2,3.8,73,8.3,10,4.4,2.8,2,14.4,5.9,14.3,5.2,16.9,6.2,16.5,5.2,10.3,5.5,11,6.1,3.7,3.8,0,1.8,41771,6158,53064,6764,68.5,5.5,54413,9277,36.8,5.4,17708,1619,3.8,3.1,4838,3184,20.4,5.4,7.3,4.6,1.9,2.2,16.8,10,10.8,5.4,14.3,7.5,13.6,5.7,12.7,8,17,9,5.7,5.7,0,2.8,48618,15217,61744,9923,22343,2979,32500,7169,34849,5701,25644,8530,93.8,3,58.8,8.8,49.4,8.6,19.6,8.9,3,3.4,23.4,9,40.4,20.3
1400000US17199020600,17199020600,"Census Tract 206, Williamson County, Illinois",55.6,5.5,51.8,5.1,3.8,2.7,52.9,7.4,47.1,7.3,79,8.7,12.1,5,0.3,0.6,0.5,0.7,0,1.6,8,7,75.7,7.1,5.9,3.6,3.9,2.8,12.9,4.8,9.5,4.3,22.8,7.1,25.2,6.3,10.6,4.6,7.6,3.6,0,1.7,1.6,1.8,45217,6997,56692,7359,70.3,6.2,60103,9902,36.8,5.2,17841,2470,3.2,1.9,1284,875,12.9,4.8,2.4,2.1,0.8,1.2,6.5,4.1,4.9,3.4,27.7,8.7,31.6,8.8,12.5,6.6,11.3,5.4,0,2.6,2.4,2.7,63316,11151,69135,10981,22609,2764,24620,4664,29987,5453,27378,7041,93.5,2.7,67.4,6.2,38.4,7.1,5.1,3.4,1,1.6,10.1,4.3,13.1,9.8
1400000US17199020700,17199020700,"Census Tract 207, Williamson County, Illinois",56.4,5.9,49.6,6.7,6.8,4,51.6,7.1,51.6,7.1,86.1,6.7,5.3,3.7,0.1,0.2,3.2,2.8,0.1,0.2,5.2,4.5,76.5,7,9,5.1,5.1,3.8,17.6,7,11.6,5.7,22.1,6.7,13,5.2,8.4,5.2,12.1,4.5,0,1.4,1.3,2.1,38855,5496,49726,6356,66.5,6.6,55600,8686,39.7,7.5,16012,2180,10.2,6.2,3351,1104,23.6,6.7,6.6,5.5,1.8,2.8,12.5,7.6,13.4,7,22.2,8.6,14.6,7.2,9.1,7.4,17.7,6.7,0,2.1,2,3.3,47088,3957,59058,7892,21903,2713,22750,7592,28753,5385,34784,9545,92.3,4,62.5,7.8,45,7.4,15.4,8.4,8.5,6.6,18.4,8.1,20.3,19.1
1400000US17199020800,17199020800,"Census Tract 208, Williamson County, Illinois",52.5,4.5,49,4.6,3.5,1.4,46,5.7,42.8,5.5,90.1,3.4,2.7,1.7,0.1,0.1,0.5,0.6,1.7,1.6,4.8,3.1,77.1,4.8,4.9,1.8,5.4,2.2,8.9,2.8,15.3,4.4,15.9,4.5,19.7,4.8,11.9,3.4,12.8,3.8,3.6,2.3,1.7,1.1,49671,4371,63447,6091,71,4.6,63641,6940,41,5.4,18606,1666,2.7,1.6,2475,923,11.9,3.4,3.3,1.7,3.6,1.9,5.2,2.4,12.4,4.6,16.5,5.7,23.2,6.4,14.5,4.4,14.6,4.5,4.7,2.9,2,1.4,56227,4722,71400,7450,24320,2628,26583,4917,34774,6888,32176,2558,93.5,2.7,67.7,6.6,41.5,6.6,9.4,3.1,7.7,3.6,12.2,3.8,12,6.5
1400000US17199020900,17199020900,"Census Tract 209, Williamson County, Illinois",56.9,4.7,52.9,5,3.8,1.9,52.7,6.7,51,7,80.9,6.2,14.6,5.8,0.1,0.2,1.7,2.4,1,0.7,1.6,0.9,72.4,5.7,3.2,1.7,5.2,3.7,8.7,3.6,10.3,4.3,17.1,4.8,19.8,5.4,14.7,4.8,16.3,4.8,3.7,1.9,1,1,57545,8491,68211,6618,71.4,4.9,67509,8369,43.2,5.5,20172,1973,6.4,3.7,6564,2893,9.8,3.9,3.6,2.2,2.3,3.6,6.9,4.4,3.7,2.2,18.6,4.9,17.2,6.1,19.4,6.4,22.3,6.4,4.6,2.4,1.3,1.3,72674,5394,78804,8378,29366,2957,28915,7776,37162,5608,36509,6434,97.8,1.2,76.2,5.9,41.2,6.5,10.7,4.7,0.4,0.5,12.6,4.6,30.8,13.4
1400000US17199021000,17199021000,"Census Tract 210, Williamson County, Illinois",50.1,6.1,47.5,5.9,2.7,1.7,45.7,6.9,43.6,6.4,87.6,5.4,6.8,4.5,1.3,2.3,2.5,2.8,0.7,1.1,1.2,2.1,75.5,8.1,8.7,4.1,12,5.3,11.3,5,8,4.3,14.2,6,26.9,7.8,7.5,4,7.5,3.8,2.2,2.1,1.8,1.8,42805,9283,54987,6468,61,6.5,65494,9193,37.5,7.1,17423,2427,7.5,4.3,2409,1276,21.6,5.4,1,1.9,7.9,6.2,3.6,3.9,7.3,5.3,17.4,8.9,35.4,11,16.1,7.8,5.3,4.3,3.4,4,2.7,3.2,64809,8523,70579,10748,25546,2582,21875,15737,36771,7924,29249,2374,89.5,5.4,57.6,6.8,44.7,6,10.6,6.5,6.7,6.8,16.2,5.2,20.4,12.9
1400000US17199021100,17199021100,"Census Tract 211, Williamson County, Illinois",54.6,6.9,50.7,7.5,2.6,2,52.1,7.8,49.1,8.5,84.3,7.4,3.5,3.8,2.3,2.7,5.1,5.9,2.4,3.4,2.3,2.9,85.1,6.5,14.9,6.4,14.8,5.9,15.6,6.4,11.7,5.2,14.7,5.7,12.3,6,9.4,4.8,5.4,3.6,0,2,1.2,1.5,26662,5915,39803,5473,65.4,6.7,39301,6389,44.7,7.1,13491,2006,14.7,6.3,3586,1288,28.6,7.9,12.3,8,3.7,4.2,11.9,7,12.2,6.7,21,10.1,16.9,8.2,14.7,7.9,6.2,5.2,0,3.9,1.1,2,42473,9278,48116,6833,18519,2926,17500,8591,27914,6701,23525,8303,92.9,4.2,50.8,9.3,58.6,7.6,24.3,10.5,8.2,9.2,34.9,9,55.3,18.4
1400000US17199021200,17199021200,"Census Tract 212, Williamson County, Illinois",57,5,52.6,5.4,4.4,2.9,57.9,6.5,56.7,6.8,85.7,4.9,11.1,4.8,0.8,1.2,1.3,1.1,1.1,1.2,0,1.4,68.8,7.9,10.1,4.7,8.2,5.2,5.5,2.9,15.1,4.8,9,3.6,16.1,4.6,10.2,4.3,18.6,4.5,4.1,2.4,3.2,2.9,52969,10246,70255,12195,71.4,5.1,64486,11021,33.8,5.2,19132,2630,2.4,2,2189,1268,19.5,5.9,5.7,4.3,1.4,1.6,4,2.8,9.5,4.1,10.3,5.1,21.6,6.3,10.2,5.1,25.8,6.4,6.5,3.7,5,4.5,73210,10757,91292,16384,29357,4483,25545,8963,32659,7902,31373,1862,97.1,1.9,70.5,5.9,44.4,6.5,9,4.6,2.5,2.5,14.3,5,18.2,10.5
1400000US17199021300,17199021300,"Census Tract 213, Williamson County, Illinois",64.2,3.4,61.9,3.2,2.1,1.6,60.2,5.6,59.7,5.6,85.9,4.3,4.3,2.5,0,1.2,1,0.9,2.3,2.1,6.6,3.1,69.5,4.9,3.7,3,3.4,2.1,7.3,3.1,8.5,4.2,11.2,4.2,22.5,6,16.9,5.1,19.8,4.5,5.8,3.2,0.8,1,68652,6615,76553,6886,76.5,4.3,77958,8701,36.8,4.7,17620,2348,1.3,1.6,,,6.6,3,0.8,1.2,0.6,1.1,3.9,2.2,5.6,4.2,12.3,4.8,24.7,7.2,19,6.2,24.6,5.8,7.4,3.9,1.1,1.2,79306,9358,87589,8003,29193,2715,25184,6949,34069,7542,35333,2990,95.7,2.1,81.8,5,30.5,5,2.3,1.9,0.9,1.4,7.9,3.9,10.7,8.4
1400000US17199021400,17199021400,"Census Tract 214, Williamson County, Illinois",41.8,4.2,38.8,3.8,3,2.2,52.9,5.5,52.3,5.6,80.7,5.9,8.8,4.3,0,1.6,0.5,0.7,1,1.2,9,3.8,65.8,7.2,5.4,3.2,4.8,3.1,10.3,3.7,3.1,1.8,9.6,4.3,23.5,6.7,11.5,3.7,20.3,5.2,6.8,3.4,4.9,2.8,67667,11871,88176,14206,70.1,4.7,89711,19984,40.1,4.5,22052,2012,1.3,1.9,,,7.2,3.7,3.7,3.3,1.8,1.6,4.9,3.2,2.5,2.1,10.3,5.2,24.8,7,13.5,4.7,23.9,5.8,9,4.7,5.8,3.4,78621,10007,100911,17183,29133,4556,23269,12807,42463,11792,28500,6102,93.4,3.3,77.8,6.9,35.8,5.5,8.3,4.3,4,2.8,11.2,4.9,18.7,12.7
1400000US17201000101,17201000101,"Census Tract 1.01, Winnebago County, Illinois",60.5,5.8,55.1,5.7,5.4,3,59.4,9.3,53.7,8.2,86.9,5.7,8.2,5,0.4,0.7,0.7,1.1,0.6,0.9,3.2,2.8,88,5.6,2.9,3.4,3.4,2.4,12.9,5.7,12.8,5.2,14.5,7,27.1,7.7,8.6,5.8,15.1,5.2,1.6,1.5,1,1.6,52893,5488,60996,5147,73,6.6,63386,6959,32.2,6.1,18537,2440,1.6,2.4,,,13.1,6,2,2.3,0,2,7.1,5.8,12.8,6.9,15.7,8.5,30.2,10.8,11.9,8.1,16.8,6.3,2.2,2.1,1.4,2.2,58438,6452,68566,7005,22445,2366,27222,7912,39422,8862,27209,3538,96.1,2,72.3,5.7,37.1,6.4,4.1,3.4,0,2.7,6.3,2.7,6.9,5.8
1400000US17201000103,17201000103,"Census Tract 1.03, Winnebago County, Illinois",67.9,4.8,59.3,5.6,8.5,4,65.9,6.3,57.8,6.9,92.1,4,4.9,3.5,0,2.1,0.7,1,0.8,1.2,1.5,1.6,80,6.4,4.2,2.7,7.7,4.4,13.9,6,10,5.3,23.1,6.1,16.9,6.8,10.2,6.2,12.7,5.4,0.5,0.9,0.8,1.2,42972,4506,68222,25140,81.2,4.7,70505,31431,29.1,5.4,18769,1845,4.9,4.1,1084,383,23.6,7.1,1.8,2,8.6,6.4,14.6,9.2,8.4,5.3,20.4,7.7,19.4,8.5,11.4,8.4,13.6,6.7,0.8,1.2,1.1,1.8,47695,5983,78782,37239,28834,10446,32109,16500,40399,8607,31979,13387,91.1,4.3,62.3,7.8,41.5,8.3,13.6,7.6,0,5.4,14.1,6.2,25.6,15.4
1400000US17201000104,17201000104,"Census Tract 1.04, Winnebago County, Illinois",70.7,6,62.4,5.9,8.3,3.6,73.2,7.7,71.5,7.9,90.7,5.7,2.6,3.1,0,2,2.1,3.5,1.1,1.3,3.4,3.2,86.3,5.7,2.7,2.2,5.5,5,9.9,5.2,15,7,26.1,9,27,9.7,7.5,4,6.2,5.1,0,2.5,0,2.5,44773,5226,48150,5511,84.2,6,42628,6408,31.7,8.3,23401,6847,2.8,2.1,2197,1432,18.3,7.9,4.7,3.4,5,6.1,8.1,5,14.6,8.6,23.9,9.4,31.1,11.4,7.8,4.7,4.7,3.6,0,3.5,0,3.5,45795,9926,47163,5304,18273,2508,42799,13004,46865,12959,23550,5052,93.6,3.1,56.7,10.4,52.4,9,16.1,8.1,10.6,9.7,18.3,9.3,27.7,14.2
1400000US17201000105,17201000105,"Census Tract 1.05, Winnebago County, Illinois",64.8,4.8,58.6,4.6,6.2,3.1,61.4,8.2,58.9,7.5,83.9,4,12.8,3.2,0.1,0.2,0,1.4,1.6,1.5,1.7,1.7,87.7,3.5,4.8,2.9,5.5,4.3,4.7,2.5,14.1,4.2,19.8,5.9,25.6,6.8,15.8,5,6.9,3.2,2.2,1.4,0.6,0.9,50599,5575,57476,4158,79.4,5.1,55600,5314,38.6,5.4,18589,1887,1.8,1.4,822,951,18,5.8,4.8,3.4,1.8,2.8,4,2.7,13.4,5.1,19.7,8,25.6,6.8,18.5,6.6,8.5,4,3,2,0.8,1.3,60469,16855,63162,4978,22077,2364,33438,11719,38040,6927,26322,3468,93.5,3.7,67.3,8.4,39.4,5.8,8.4,3.8,4.5,3.2,10.1,3.9,17.1,11
1400000US17201000200,17201000200,"Census Tract 2, Winnebago County, Illinois",63.1,4.6,53.3,4.9,9.8,3.4,54.2,5.4,47.3,5.9,81.8,7.3,8.2,5.4,5.3,4.7,2,1.6,0.5,0.8,2.2,2,90.7,4.7,5.5,3.7,7.9,4.5,12.6,5.4,12.3,4.9,22.9,6.8,21.2,7,8.5,3.9,5.2,3.1,3.2,2.9,0.6,0.9,40773,3170,55257,8569,63.9,5.7,56335,6253,36.2,5.2,19297,1840,3.7,3.1,4164,3980,26,5.5,1.9,2.2,1.5,1.6,13.7,6.7,19.2,8.3,20,7.7,21.6,8.9,8.9,5.1,8,4.9,5.4,4.7,0,3.4,45431,9102,58441,7950,23174,3661,24877,14646,44613,17372,26094,5972,93.5,2.9,69.1,6.1,41.7,6.1,10.7,6.3,2.3,2.5,16.3,7.2,29.6,19
1400000US17201000300,17201000300,"Census Tract 3, Winnebago County, Illinois",69,5.2,64.5,5.6,4.6,2.3,69,6.9,65.4,7.8,80.7,7.6,11.4,6.1,0,1.4,2.2,1.7,1.5,1.7,4.2,3.1,89,4.9,6.1,3.7,8.1,4.4,9.9,4.1,10.9,4.5,20.4,5.6,20.4,6.1,14.1,5.7,9,4.1,0.6,0.9,0.5,0.8,42431,10035,53314,5556,78.9,6,55981,5758,29.7,6.3,17358,1647,5.5,2.6,1205,630,19.1,6.7,5.6,5.4,9.1,7,7,6,5.6,3.1,17.8,8.2,27.3,9.4,13,6.6,12.5,6.6,1,1.6,0.9,1.4,54738,6181,60363,7465,22841,1904,35833,8210,40615,6916,31027,3068,90.8,4,63.3,8.2,41.2,6.3,18.9,8.1,3.4,3.8,20.3,6.5,36.6,15.8
1400000US17201000401,17201000401,"Census Tract 4.01, Winnebago County, Illinois",64.6,6.2,62.6,6.2,2.1,1.6,59.4,7.9,57.8,8.3,80.8,5.7,8.2,3.9,0.5,0.6,0,2.7,1.5,2.1,9,4.6,73.9,8.5,3.2,2.3,5.7,2.9,5.2,3.6,10.8,4.8,11.9,3.8,21.3,5.6,13.6,4.3,19,6,5.8,3.4,3.5,2.7,61797,8785,75202,6628,81.7,4,73931,7678,35.5,4.5,18346,2179,0,3.3,,,3.9,2.7,3.1,2.8,0,5.3,4.5,4.9,6.1,4.3,15,6.2,20.5,8.1,16.3,5.7,21.1,8.5,8.7,5.5,4.7,4.3,80385,24064,87751,10628,32406,3419,41023,11672,52533,7554,39442,3217,91.6,4.5,78.5,7,28.4,4.7,5.5,4.6,4.6,5.2,8.1,4.5,12.6,9.8
1400000US17201000402,17201000402,"Census Tract 4.02, Winnebago County, Illinois",56.6,4.6,52.9,4.3,3.7,2.3,54.8,6.3,51.7,6.4,76.8,7,11.5,5.5,0,2,0,2,4.5,2.7,7.2,5,77.9,6.7,1.7,1.8,1.3,1.7,4.1,2.8,12,5.2,18.1,5.6,22.5,6,9.1,4.1,19.6,5.6,4.3,2.2,7.4,4.1,64191,7628,84482,9620,66.9,4.9,87809,10970,43.3,4.4,20954,3025,0.7,1.1,,,2.2,2,1.1,1.8,0.7,1.3,4.3,3.4,3,3,10.2,5.5,27.8,7.6,9.7,4.9,27.2,7.5,5.7,3,10.3,6,79336,14593,102253,13581,35874,3900,36442,2885,49174,9789,38673,4434,96.6,1.8,73,7.2,40.8,5.5,1.8,2.1,1.2,2,2.3,1.7,2.1,4
1400000US17201000403,17201000403,"Census Tract 4.03, Winnebago County, Illinois",53.4,3.2,50,3.4,3.3,1.5,49.1,4.5,45.1,4.9,85.6,5.7,11.3,4.8,0,1.5,2.2,2.4,0,1.5,0.9,1,84.8,5.1,4.7,2.6,3.8,2.7,9.5,3.2,14.2,4.4,14.3,4.8,19,5.4,13.2,4.6,11.6,4.4,7.6,3.6,2,1.4,53826,9723,72278,8283,63.2,4.7,73487,9699,47.9,4.6,18910,1948,2.8,1.9,2767,1976,8.7,3.6,0.6,0.9,3.6,2.9,5,3.3,5.4,3.7,17.6,7.7,19.5,6.6,16.7,6.3,16.1,6.8,12.1,5.9,3.4,2.4,72989,13481,92975,12743,31946,3132,32746,2354,41093,6235,31118,3562,98.2,1.5,78.4,5.8,44.4,5.3,4.2,3.1,1.8,2.3,6.7,3.1,7.1,7.1
1400000US17201000501,17201000501,"Census Tract 5.01, Winnebago County, Illinois",68.5,4.8,65.8,5.1,2.7,2.1,59.1,6.9,58.7,6.9,86.8,5.6,9.4,4.6,0.6,1,1.1,1.3,0.8,1.2,1.3,1.8,87.7,5.4,2.4,1.8,5.8,4.9,15.8,6.6,7.5,3.5,9.5,4,17.4,6.3,26.2,7.6,11.6,5.1,2.4,2.7,1.2,1.8,60219,16027,66392,7894,78.2,6.3,60184,9301,34.3,5.4,21380,2326,1.2,1.5,,,7.2,4.7,0.7,1.4,5.2,7.2,6.4,6.8,5.6,4.2,11.4,6.1,19.9,8.7,31.7,10.1,12.8,6.9,4.2,4.4,2.1,3.1,75776,11841,78943,11952,30433,3714,33468,20872,48214,9327,26106,2533,92.4,4,70,9,40.6,6.9,10.1,9.1,6.6,9.1,10.6,8.1,23.6,22.1
1400000US17201000502,17201000502,"Census Tract 5.02, Winnebago County, Illinois",62.9,6.1,55.4,7.1,7.5,3.8,60.7,9.2,53.2,9.6,81.5,7.8,14.1,6.6,0.5,0.8,0,1.9,2.4,2.4,1.5,1.3,87.9,5.5,6.8,4.2,4.4,2.7,13.2,6.1,20.5,6.9,10.7,3.6,18.1,6,16.3,6.5,7.5,4.3,1.9,1.8,0.5,0.9,43850,10546,53576,5316,75.6,6.1,48021,6325,30.6,5.6,19336,2712,3.7,3.3,7717,4985,15.3,6.4,4.5,4.4,1.2,1.7,13.8,8.3,15.3,8.5,9.7,4.4,22.2,8.7,23.7,9.6,7.8,5.5,1,1.6,0.8,1.3,59265,13232,59968,7247,22474,2791,28233,3680,38740,8349,24173,2159,91.7,4.5,58.5,9.2,46.3,9.2,11.5,7.2,6.4,7.8,18,8.3,25.4,18.2
